ticker,date,bio_score,sec_score
JAZZ,2010-10-11,-0.1599976122379303,0.0212644774466753
SGEN,2011-08-19,0.3131023645401001,0.03539860583841799
PCRX,2011-10-31,0.6339650750160217,0.0973297944292426
INCY,2011-11-16,0.8787140846252441,0.06774186380207534
HALO,2011-12-08,0.0447227135300636,0.1267085131257772
CRIS,2012-01-30,0.5162480473518372,0.039099825546145425
CORT,2012-02-17,0.1154553294181823,0.08873038291931148
PLX,2012-05-01,0.8542802929878235,0.0103993184864521
EBS,2012-05-17,0.8872442245483398,0.07192980423569674
SUPN,2012-10-22,-0.7133146524429321,0.10276709186534083
EXEL,2012-11-29,0.7555480003356934,0.0041600920259952405
NAVB,2013-03-13,0.9230948686599731,0.08073910772800448
SUPN,2013-08-19,0.9404237866401672,0.11958209536969658
HALO,2013-10-14,-0.5254683494567871,0.12330014705657955
ABBV,2013-11-13,0.9315096139907836,0.19208268597722053
VNDA,2014-01-31,0.6873170733451843,0.02235678806900976
ABBV,2014-02-12,0.9362404346466064,0.2749228931963444
DRRX,2014-02-12,-0.7749227285385132,0.11091028228402133
OMER,2014-06-02,0.5567784905433655,0.08729218728840349
MNKD,2014-06-27,0.9120713472366332,0.012946170195937102
EGRX,2014-07-02,0.9079836010932922,0.053934245680769266
EGRX,2014-07-23,0.9439130425453186,0.053934245680769266
AKBA,2014-09-05,0.8975180983543396,-0.03497551754117015
HALO,2014-09-12,0.7292438745498657,0.09552262313663956
NKTR,2014-09-16,0.2319701910018921,0.08926216177642345
INCY,2014-12-04,0.9497845768928528,0.13925282172858716
ABBV,2014-12-19,-0.8136988282203674,0.2276212669909
ENTA,2014-12-19,0.1570912450551986,0.12591062486171717
VRTX,2014-12-29,-0.0661347955465316,0.08938421048223971
ABBV,2015-01-29,0.9485793113708496,0.16236745528876778
ABBV,2015-01-29,0.9471827149391174,0.16236745528876778
VRTX,2015-03-17,0.9491082429885864,0.06591507829725739
NKTR,2015-03-17,-0.7942506074905396,0.007821381464600522
AMGN,2015-04-15,0.7260019183158875,0.04085822403430935
JNJ,2015-04-16,0.9454392194747924,0.033184069395065297
TBPH,2015-04-30,0.0418336987495422,0.12858265191316604
VRTX,2015-07-02,0.9425547122955322,0.0904929287731647
SGEN,2015-08-17,-0.1088763624429702,0.11307823844254009
MACK,2015-10-22,-0.333338975906372,0.07511954978108402
COLL,2015-10-25,0.9130097031593324,0.02333611249923706
EXEL,2015-11-10,0.9450598359107972,0.06698501668870445
NKTR,2015-11-16,-0.433925062417984,0.03603706602007142
EBS,2015-11-24,0.9474726319313048,0.09989070333540437
CHRS,2016-01-11,0.94588303565979,0.05796554312109943
BMRN,2016-01-14,0.945024847984314,0.07508557327091693
VRTX,2016-02-05,0.9081884622573853,0.09111670125275845
JAZZ,2016-03-14,0.949350357055664,0.13658850267529485
EGRX,2016-03-18,0.9238553643226624,0.09433192759752268
EXEL,2016-04-25,0.9279367327690125,0.09249637229368088
ACAD,2016-04-29,0.9253023266792296,0.0067338954657316
ACAD,2016-04-29,0.4337303936481476,0.0067338954657316
AVDL,2016-05-02,0.9056409001350404,0.0075164344161748504
VNDA,2016-05-26,-0.0458853803575038,0.0359289264306426
ICPT,2016-05-27,0.8584402203559875,0.06921506412327286
MRNS,2016-06-13,0.9454199075698853,0.02365936264395706
OPK,2016-06-21,0.8926499485969543,0.06260649394243953
LNTH,2016-07-19,0.9239570498466492,0.12025262787938115
HRTX,2016-08-10,0.9437525272369384,0.07025712262839078
NVAX,2016-09-15,-0.5886095762252808,0.14774424321949478
SRPT,2016-09-19,0.9427999258041382,0.005829973146319379
TENX,2016-10-05,-0.731323778629303,0.0164512749761343
ACOR,2016-11-21,0.097208634018898,0.05769619047641751
AVTX,2016-11-29,0.792275071144104,0.13928296416997907
COLL,2016-12-13,0.9066792130470276,0.1020544361323118
VTVT,2016-12-14,0.8682868480682373,0.1121820355765521
IONS,2016-12-23,0.946135938167572,0.15848877001553768
FGEN,2017-01-17,-0.536665141582489,0.0650253556668758
NBIX,2017-01-18,0.6597464680671692,0.050433061271905874
ABBV,2017-01-19,0.0416439324617385,0.08650062493979929
ABBV,2017-01-19,0.9488641619682312,0.08650062493979929
TENX,2017-01-31,0.4950026869773865,0.02725676912814375
JAZZ,2017-02-07,0.1204600632190704,0.20298960655927653
AMGN,2017-02-07,0.9488876461982728,0.012093342468142459
JNJ,2017-02-08,0.941973090171814,0.07178508937358853
BHC,2017-02-15,0.0931058526039123,0.03154610432684416
CDTX,2017-02-21,0.0243730247020721,0.05707347802817817
CMRX,2017-02-22,-0.0540529042482376,0.14977474510669703
BMY,2017-02-22,0.8507388830184937,0.1009980700910091
MRK,2017-03-01,0.9442803859710692,0.16462780386209486
PTCT,2017-03-02,0.3959320783615112,0.10626668259501451
KPTI,2017-03-02,0.9311310648918152,0.14833705648779866
MRK,2017-03-14,0.7708890438079834,0.16462780386209486
JAZZ,2017-03-20,0.9400660395622252,0.20298960655927653
PFE,2017-03-23,0.9407819509506226,0.0022649757564068202
REGN,2017-03-28,0.9453617930412292,0.03465967997908588
PFE,2017-03-31,0.9413925409317015,0.0022649757564068202
SUPN,2017-04-05,-0.7878897190093994,0.05007581487298007
NKTR,2017-04-05,0.9138981103897096,0.02081297338008876
MRK,2017-04-07,0.8926586508750916,0.12569958753883842
NBIX,2017-04-11,0.9482095241546632,0.011165824159979802
MRK,2017-04-21,0.9437300562858582,0.12569958753883842
XOMA,2017-04-24,0.4695467948913574,0.04171481952071186
REGN,2017-04-25,0.1847965866327285,0.03395931720733638
BMRN,2017-04-27,0.9467944502830504,0.0556209936738014
PFE,2017-05-09,0.944027543067932,0.01271476522088052
MRK,2017-05-10,0.9326106309890748,0.12569958753883842
CAPR,2017-05-12,0.9077326655387878,0.1074978020042181
MRK,2017-05-18,-0.5207231640815735,0.12569958753883842
REGN,2017-05-22,0.9466540217399596,0.03395931720733638
MRK,2017-05-23,0.9379037022590636,0.12569958753883842
MRK,2017-05-30,0.9386540651321412,0.12569958753883842
ALKS,2017-06-06,-0.5966822504997253,0.08550946712493893
MRK,2017-06-12,0.949406087398529,0.12569958753883842
JNJ,2017-06-16,0.9485724568367004,0.09567671716213223
AYTU,2017-06-19,0.9280376434326172,0.069791392236948
HALO,2017-06-22,0.9413925409317015,0.08775600828230382
XENE,2017-06-27,0.685059130191803,0.13358331397175782
AMGN,2017-06-29,0.9438812136650084,0.0178636852651834
BMY,2017-07-06,-0.0559542253613472,0.08555712476372715
RCKT,2017-07-07,0.6738399863243103,0.009437204152345622
AMGN,2017-07-11,0.2828233540058136,0.0534600723534822
JNJ,2017-07-13,0.9384533762931824,0.14881048947572703
PBYI,2017-07-17,0.6190722584724426,0.04915917366743085
GILD,2017-07-18,0.940576672554016,0.05005770400166509
MRK,2017-07-24,0.8598739504814148,0.18453075625002385
BMY,2017-08-01,0.9477719068527222,0.08555712476372715
ACRX,2017-08-01,0.9451764822006226,0.0751370389014482
JNJ,2017-08-02,0.8453094959259033,0.14881048947572703
ABBV,2017-08-02,0.947579026222229,0.18658509775996202
TBPH,2017-08-02,-0.7836255431175232,0.11853603161871429
ABBV,2017-08-03,0.9240214228630066,0.18658509775996202
ENTA,2017-08-03,-0.7310442328453064,0.10447005145251746
REGN,2017-08-14,0.9398027658462524,0.07654061168432229
PFE,2017-08-17,-0.8707720637321472,0.10056028962135315
IRWD,2017-08-21,0.1089820563793182,0.05445943139493466
RARE,2017-08-22,0.9248650074005128,0.06752406358718872
PFE,2017-09-01,0.9478561282157898,0.10056028962135315
SAGE,2017-09-12,0.8930551409721375,0.0564733564853668
ABBV,2017-09-14,0.9115886688232422,0.18658509775996202
AMGN,2017-09-14,0.9463169574737548,0.0534600723534822
AYTU,2017-09-15,0.931126356124878,0.17640285268425943
INVA,2017-09-18,-0.5579357147216797,0.046266293525695765
ARAV,2017-09-21,0.8886789083480835,0.00902852900326248
BCRX,2017-09-21,0.93831866979599,-0.0052034061402083
JNJ,2017-09-22,-0.4248892664909363,0.14881048947572703
PRTA,2017-09-28,-0.6740761995315552,0.05643940046429632
ABBV,2017-10-03,0.7267502546310425,0.2217406682670116
LLY,2017-10-04,0.9298487305641174,0.05960082560777665
NBIX,2017-10-05,0.9380926489830016,0.06388694904744624
PFE,2017-10-12,0.7187861800193787,0.0946938931941986
JNJ,2017-10-13,0.9350939393043518,0.16919277459383006
JNJ,2017-10-20,0.9441154599189758,0.16919277459383006
JNJ,2017-10-20,0.9494948387145996,0.16919277459383006
EGRX,2017-10-27,0.919394552707672,0.11448560468852516
BMY,2017-10-28,0.9482496976852416,0.06908271387219425
MNOV,2017-10-28,0.5564023852348328,0.026538163796067205
MNOV,2017-10-28,-0.1909737586975097,0.026538163796067205
BHC,2017-11-02,0.9441853761672974,0.0868436232209205
COLL,2017-11-07,-0.3519222438335418,0.07250065803527829
AKBA,2017-11-07,0.783287763595581,0.0411281213164329
MRK,2017-11-09,0.9503331780433656,0.09919764921069146
SAGE,2017-11-09,0.9286335110664368,0.0903705283999443
DVAX,2017-11-09,0.3542555570602417,0.06030824445188042
SGEN,2017-11-09,-0.8448940515518188,0.06976271271705624
INO,2017-11-10,0.8448350429534912,0.08140350878238675
BMY,2017-11-10,0.9418127536773682,0.06908271387219425
ABBV,2017-11-13,0.9435754418373108,0.2217406682670116
ACOR,2017-11-15,0.097208634018898,-0.005188418924808466
RARE,2017-11-15,0.9454976320266724,0.08308506608009335
ACOR,2017-11-15,0.9478643536567688,-0.005188418924808466
PFE,2017-11-16,0.9467598795890808,0.0946938931941986
NKTR,2017-11-24,-0.744857907295227,0.052642095834016765
PFE,2017-11-28,0.6090282201766968,0.0946938931941986
LLY,2017-12-01,0.7808830738067627,0.05960082560777665
LLY,2017-12-08,0.9326106309890748,0.05960082560777665
PFE,2017-12-11,0.8061395287513733,0.0946938931941986
PFE,2017-12-13,0.9330063462257384,0.0946938931941986
MRK,2017-12-14,-0.3169181942939758,0.09919764921069146
PFE,2017-12-14,0.9307973980903624,0.0946938931941986
ACRS,2017-12-15,0.6479029059410095,0.0374322574585676
EXEL,2017-12-19,0.901877462863922,0.058293085172772395
PFE,2017-12-19,0.9444659948349,0.0946938931941986
PFE,2017-12-20,0.9471083283424376,0.0946938931941986
MRK,2017-12-20,0.0842655301094055,0.09919764921069146
BMY,2017-12-20,0.8786647319793701,0.06908271387219425
