ticker,date,bio_score,sec_score
JAZZ,2010-10-11,-0.1373062431812286,0.0212644774466753
SGEN,2011-08-19,0.9269611239433287,0.03539860583841799
PCRX,2011-10-31,0.912541687488556,0.0973297944292426
INCY,2011-11-16,0.9186342358589172,0.06774186380207534
HALO,2011-12-08,0.9051045179367064,0.1267085131257772
CRIS,2012-01-30,0.9108271598815918,0.039099825546145425
CORT,2012-02-17,0.9349356889724731,0.08873038291931148
PLX,2012-05-01,0.8436849117279053,0.0103993184864521
EBS,2012-05-17,0.8901547193527222,0.07192980423569674
RGEN,2012-06-22,0.1765290349721908,0.1396208129823207
SUPN,2012-10-22,0.9404237866401672,0.10276709186534083
EXEL,2012-11-29,0.9279367327690125,0.0041600920259952405
AIM,2013-02-04,-0.039649061858654,0.02289399411529295
NAVB,2013-03-13,0.9284996390342712,0.08073910772800448
SUPN,2013-08-19,0.8611186742782593,0.11958209536969658
HALO,2013-10-14,0.7292438745498657,0.12330014705657955
ABBV,2013-11-13,0.9327250123023988,0.19208268597722053
VNDA,2014-01-31,0.9172534942626952,0.02235678806900976
ABBV,2014-02-12,0.9012996554374696,0.2749228931963444
DRRX,2014-02-12,-0.0353430025279521,0.11091028228402133
BMRN,2014-02-14,0.9004213213920593,0.05869135074317448
OMER,2014-06-02,0.9026819467544556,0.08729218728840349
NAVB,2014-06-13,0.9230948686599731,0.07582260407507414
MNKD,2014-06-27,0.9147186875343324,0.012946170195937102
EGRX,2014-07-02,0.9164202213287354,0.053934245680769266
EGRX,2014-07-23,0.919394552707672,0.053934245680769266
AKBA,2014-09-05,0.783287763595581,-0.03497551754117015
HALO,2014-09-12,0.8844975829124451,0.09552262313663956
NKTR,2014-09-16,0.9151389598846436,0.08926216177642345
EYPT,2014-09-26,0.8517170548439026,0.10332708470523352
ALIM,2014-09-26,0.9168002605438232,0.09324879460036749
INCY,2014-12-04,0.9125598669052124,0.13925282172858716
ENTA,2014-12-19,0.9240214228630066,0.12591062486171717
ABBV,2014-12-19,0.9240214228630066,0.2276212669909
BCRX,2014-12-22,0.93831866979599,0.022983120009303103
VRTX,2014-12-29,0.9288264513015748,0.08938421048223971
RMTI,2015-01-26,0.914392113685608,0.17558252364397045
ABBV,2015-01-29,0.9192100763320924,0.16236745528876778
NKTR,2015-03-17,-0.744857907295227,0.007821381464600522
VRTX,2015-03-17,0.9175947904586792,0.06591507829725739
EBS,2015-03-25,0.8872442245483398,0.1572418831288814
AMGN,2015-04-15,0.9043737053871156,0.04085822403430935
JNJ,2015-04-16,0.9180930256843568,0.033184069395065297
TBPH,2015-04-30,0.8789558410644531,0.12858265191316604
VRTX,2015-07-02,0.9081884622573853,0.0904929287731647
SGEN,2015-08-17,0.921817421913147,0.11307823844254009
MACK,2015-10-22,0.9294351935386658,0.07511954978108402
COLL,2015-10-25,0.9066792130470276,0.02333611249923706
COLL,2015-10-26,0.9066792130470276,0.02333611249923706
EXEL,2015-11-10,0.8938226103782654,0.06698501668870445
NKTR,2015-11-16,0.9028549790382384,0.03603706602007142
EBS,2015-11-24,0.8991358280181885,0.09989070333540437
EGRX,2015-12-24,0.9079836010932922,0.16727789491415015
CHRS,2016-01-11,-0.0118937790393829,0.05796554312109943
BMRN,2016-01-14,-0.0463457815349102,0.07508557327091693
AYTU,2016-01-27,0.9280376434326172,0.13300303369760505
VRTX,2016-02-05,-0.0661347955465316,0.09111670125275845
JAZZ,2016-03-14,-0.6515831351280212,0.13658850267529485
EGRX,2016-03-18,0.0707752257585525,0.09433192759752268
EXEL,2016-04-25,0.9158861041069032,0.09249637229368088
ACAD,2016-04-29,0.9253023266792296,0.0067338954657316
AVDL,2016-05-02,0.8001712560653687,0.0075164344161748504
VNDA,2016-05-26,0.8391832113265991,0.0359289264306426
TTNP,2016-05-26,-0.011301539838314,0.11206442583352322
ICPT,2016-05-27,0.8827126622200012,0.06921506412327286
MRNS,2016-06-13,-0.8046802282333374,0.02365936264395706
OPK,2016-06-21,0.9455162882804872,0.06260649394243953
LNTH,2016-07-19,0.929662823677063,0.12025262787938115
HRTX,2016-08-10,-0.0110454410314559,0.07025712262839078
NVAX,2016-09-15,-0.5502141118049622,0.14774424321949478
SRPT,2016-09-19,0.911350965499878,0.005829973146319379
TENX,2016-10-05,-0.7764953374862671,0.0164512749761343
ACOR,2016-11-21,-0.775180459022522,0.05769619047641751
AVTX,2016-11-29,-0.6651178598403931,0.13928296416997907
COLL,2016-12-13,-0.3519222438335418,0.1020544361323118
VCEL,2016-12-13,0.9443446397781372,0.05005639791488642
VTVT,2016-12-14,-0.4706446230411529,0.1121820355765521
MACK,2016-12-21,-0.7879724502563477,0.0952519610524177
IONS,2016-12-23,0.911264181137085,0.15848877001553768
AMPH,2016-12-27,-0.0518061220645904,0.060860169585794176
OPK,2016-12-30,-0.6613799333572388,0.13093503843992946
FGEN,2017-01-17,-0.1019621416926384,0.0650253556668758
NBIX,2017-01-18,-0.0935621857643127,0.050433061271905874
ABBV,2017-01-19,0.6821532845497131,0.08650062493979929
ABBV,2017-01-19,0.9447595477104188,0.08650062493979929
IRWD,2017-01-26,0.9404168725013732,0.13974137119948865
TENX,2017-01-31,-0.731323778629303,0.02725676912814375
AMGN,2017-02-07,0.9369004368782043,0.012093342468142459
JAZZ,2017-02-07,-0.7654424905776978,0.20298960655927653
JNJ,2017-02-08,-0.8199607133865356,0.07178508937358853
BHC,2017-02-15,0.9379095435142516,0.03154610432684416
CDTX,2017-02-21,-0.6493278741836548,0.05707347802817817
BMY,2017-02-22,0.9448652267456056,0.1009980700910091
CMRX,2017-02-22,-0.2049209326505661,0.14977474510669703
MRK,2017-03-01,0.9332188963890076,0.16462780386209486
KPTI,2017-03-02,0.0275304317474365,0.14833705648779866
PTCT,2017-03-02,-0.8311193585395813,0.10626668259501451
MRK,2017-03-14,0.929040789604187,0.16462780386209486
JAZZ,2017-03-20,-0.1599976122379303,0.20298960655927653
PFE,2017-03-23,0.9251229166984558,0.0022649757564068202
XENE,2017-03-24,-0.5108426809310913,0.1328001789748668
REGN,2017-03-28,0.9295759201049804,0.03465967997908588
PFE,2017-03-31,0.9201796054840088,0.0022649757564068202
SUPN,2017-04-05,0.9348909854888916,0.05007581487298007
NKTR,2017-04-05,-0.7942506074905396,0.02081297338008876
MRK,2017-04-07,0.0842655301094055,0.12569958753883842
NBIX,2017-04-11,0.9380926489830016,0.011165824159979802
MRK,2017-04-21,0.9201223254203796,0.12569958753883842
XOMA,2017-04-24,-0.063798189163208,0.04171481952071186
REGN,2017-04-25,0.9396862983703612,0.03395931720733638
BMRN,2017-04-27,0.8167331218719482,0.0556209936738014
PFE,2017-05-09,0.92153000831604,0.01271476522088052
MRK,2017-05-10,0.8524126410484314,0.12569958753883842
ARDX,2017-05-12,-0.1609233766794204,0.15019212067127224
CAPR,2017-05-12,0.2918455004692077,0.1074978020042181
MRK,2017-05-18,0.9039815068244934,0.12569958753883842
REGN,2017-05-22,0.9103020429611206,0.03395931720733638
MRK,2017-05-23,0.7799755334854126,0.12569958753883842
MRK,2017-05-30,0.9256114363670348,0.12569958753883842
ALKS,2017-06-06,0.9277089834213256,0.08550946712493893
MRK,2017-06-12,-0.3007260859012604,0.12569958753883842
JNJ,2017-06-16,0.9217487573623656,0.09567671716213223
SGEN,2017-06-19,-0.8448940515518188,0.06516239568591112
AYTU,2017-06-19,0.931126356124878,0.069791392236948
HALO,2017-06-22,0.9352692365646362,0.08775600828230382
XENE,2017-06-27,-0.2703462839126587,0.13358331397175782
NRBO,2017-06-28,0.0266229063272476,0.22046349197626114
AMGN,2017-06-29,0.9414504766464232,0.0178636852651834
BMY,2017-07-06,0.93109530210495,0.08555712476372715
RCKT,2017-07-07,-0.752196192741394,0.009437204152345622
UTHR,2017-07-10,-0.0874314755201339,0.06916577890515324
AMGN,2017-07-11,0.9114177823066713,0.0534600723534822
JNJ,2017-07-13,0.9350939393043518,0.14881048947572703
PBYI,2017-07-17,0.9336968660354614,0.04915917366743085
GILD,2017-07-18,0.9335806965827942,0.05005770400166509
MRK,2017-07-24,-0.7254026532173157,0.18453075625002385
BMY,2017-08-01,0.9310649633407592,0.08555712476372715
AGIO,2017-08-01,0.9310649633407592,0.10460399538278575
ACRX,2017-08-01,-0.1961069703102111,0.0751370389014482
BMY,2017-08-01,0.9310649633407592,0.08555712476372715
TBPH,2017-08-02,-0.3505508303642273,0.11853603161871429
ABBV,2017-08-02,0.9308748841285706,0.18658509775996202
JNJ,2017-08-02,0.9308748841285706,0.14881048947572703
ENTA,2017-08-03,0.9306505918502808,0.10447005145251746
ABBV,2017-08-03,0.9306505918502808,0.18658509775996202
REGN,2017-08-14,-0.2978823781013489,0.07654061168432229
PFE,2017-08-17,0.9330063462257384,0.10056028962135315
IRWD,2017-08-21,0.9329735040664672,0.05445943139493466
RARE,2017-08-22,-0.163163349032402,0.06752406358718872
PFE,2017-09-01,0.9286210536956788,0.10056028962135315
SAGE,2017-09-12,-0.3298092484474182,0.0564733564853668
FOLD,2017-09-13,-0.6344263553619385,0.09008617252111434
AMGN,2017-09-14,0.9273695945739746,0.0534600723534822
ABBV,2017-09-14,0.9273695945739746,0.18658509775996202
AYTU,2017-09-15,0.9271348118782043,0.17640285268425943
INVA,2017-09-18,0.9307782649993896,0.046266293525695765
BCRX,2017-09-21,0.9377051591873168,-0.0052034061402083
ARAV,2017-09-21,-0.4541543424129486,0.00902852900326248
JNJ,2017-09-22,0.8453094959259033,0.14881048947572703
PRTA,2017-09-28,-0.1307417303323745,0.05643940046429632
ABBV,2017-10-03,0.8881258368492126,0.2217406682670116
LLY,2017-10-04,0.9370760321617126,0.05960082560777665
NBIX,2017-10-05,0.8370847702026367,0.06388694904744624
PFE,2017-10-12,0.9307973980903624,0.0946938931941986
JNJ,2017-10-13,0.934838593006134,0.16919277459383006
JNJ,2017-10-20,0.928983747959137,0.16919277459383006
JNJ,2017-10-20,0.928983747959137,0.16919277459383006
EGRX,2017-10-27,0.9238553643226624,0.11448560468852516
BMY,2017-10-28,0.4765516817569732,0.06908271387219425
MNOV,2017-10-28,-0.2395282685756683,0.026538163796067205
BHC,2017-11-02,0.9287227988243104,0.0868436232209205
COLL,2017-11-07,0.9282355308532716,0.07250065803527829
AKBA,2017-11-07,0.9407328963279724,0.0411281213164329
DVAX,2017-11-09,0.929097592830658,0.06030824445188042
SGEN,2017-11-09,0.9278783798217772,0.06976271271705624
SAGE,2017-11-09,-0.0707744657993316,0.0903705283999443
MRK,2017-11-09,0.9278783798217772,0.09919764921069146
BMY,2017-11-10,0.9256560802459716,0.06908271387219425
INO,2017-11-10,0.8386744260787964,0.08140350878238675
ABBV,2017-11-13,0.932664155960083,0.2217406682670116
RARE,2017-11-15,0.9282455444335938,0.08308506608009335
ACOR,2017-11-15,0.097208634018898,-0.005188418924808466
PFE,2017-11-16,0.9291159510612488,0.0946938931941986
CYTK,2017-11-21,0.1953515112400055,0.06330838873982426
NKTR,2017-11-24,-0.433925062417984,0.052642095834016765
PFE,2017-11-28,0.0468041002750396,0.0946938931941986
LLY,2017-12-01,0.9311980605125428,0.05960082560777665
LLY,2017-12-08,0.7547283172607422,0.05960082560777665
FBIO,2017-12-11,0.7775008678436279,0.1011769350618124
PFE,2017-12-11,0.154397502541542,0.0946938931941986
GLYC,2017-12-12,0.6823322772979736,0.12036889269947999
PFE,2017-12-13,0.9352357387542723,0.0946938931941986
MRK,2017-12-14,0.9182279706001282,0.09919764921069146
PFE,2017-12-14,0.9314348697662354,0.0946938931941986
ACRS,2017-12-15,0.9307827353477478,0.0374322574585676
EXEL,2017-12-19,0.936275839805603,0.058293085172772395
PFE,2017-12-19,0.932545006275177,0.0946938931941986
MRK,2017-12-20,0.9295823574066162,0.09919764921069146
BMY,2017-12-20,0.9295823574066162,0.06908271387219425
PFE,2017-12-20,0.9295823574066162,0.0946938931941986
INVA,2017-12-21,0.9317331314086914,0.04408786594867703
BHC,2017-12-22,0.9364528059959412,0.0868436232209205
AMGN,2018-01-05,0.9403278827667236,0.023280757293105102
MRK,2018-01-12,0.933098077774048,0.10328332632780075
TEVA,2018-01-15,0.9418336749076844,0.0349956229329109
EIGR,2018-01-16,-0.8074124455451965,0.0852087020874023
AMGN,2018-01-17,0.922751486301422,0.023280757293105102
LGND,2018-01-17,0.922751486301422,0.07415456697344776
CERS,2018-01-23,-0.0830797925591468,0.1024593017995357
SAGE,2018-01-31,-0.428246796131134,0.12663620263338088
JNJ,2018-02-08,0.9388223886489868,0.13248633742332455
JNJ,2018-02-14,0.9313109517097472,0.13248633742332455
ZVRA,2018-02-23,0.3447446227073669,0.09337993189692498
BIIB,2018-03-01,-0.6191909313201904,0.14230724088847635
SVRA,2018-03-11,0.3000891208648681,0.058132182061672186
LLY,2018-03-26,0.9299505352973938,0.08657698780298237
MNOV,2018-04-02,0.5564023852348328,0.030821220576763102
MDGL,2018-04-03,-0.367138922214508,0.10119861066341396
BIIB,2018-04-03,-0.291182279586792,0.14029504023492337
RIGL,2018-04-03,-0.2281877398490905,0.03423834443092346
SGEN,2018-04-04,0.9365481734275818,0.09531840234994887
PCRX,2018-04-06,0.9310137629508972,0.045838767662644365
INCY,2018-04-06,-0.7637001276016235,0.09081672132015231
MRK,2018-04-06,-0.7637001276016235,0.08275526016950606
PFE,2018-04-10,-0.8707720637321472,0.11810998469591139
CLDX,2018-04-16,-0.2443628758192062,0.03949331454932688
RIGL,2018-04-17,0.9426397681236268,0.03423834443092346
RARE,2018-04-17,0.9339214563369752,0.053224391490221
NVCR,2018-04-17,0.4729143977165222,0.05405356697738169
PRTA,2018-04-23,-0.6740761995315552,0.10798591449856754
JNJ,2018-05-07,0.9284838438034058,0.164665575325489
BHC,2018-05-07,0.9284838438034058,0.07460243664681905
EXEL,2018-05-10,-0.3014556467533111,0.10822896249592304
AMGN,2018-05-17,0.9335381984710692,0.015005391836166383
JNJ,2018-05-18,0.8514267802238464,0.164665575325489
AMGN,2018-05-21,0.9320223331451416,0.015005391836166383
BMRN,2018-05-24,0.9312081933021544,0.07997767403721806
ABIO,2018-05-27,0.7762641906738281,0.07712195403873914
PFE,2018-05-30,0.9300543665885924,0.11810998469591139
TXMD,2018-05-30,0.9179492592811584,0.01617762707173824
GILD,2018-05-30,0.1198852062225341,0.030066221952438316
MEIP,2018-05-31,0.4479813575744629,0.09700428918004037
AGIO,2018-06-01,-0.0456686317920684,0.1467176757752895
INCY,2018-06-01,0.9298487305641174,0.09081672132015231
LLY,2018-06-01,0.9298487305641174,0.126006643474102
AGEN,2018-06-04,0.2069769203662872,0.05081044547259804
VXRT,2018-06-04,-0.7738568782806396,0.03586636111140247
MEIP,2018-06-04,0.2756054401397705,0.09700428918004037
MRK,2018-06-05,0.9326106309890748,0.08275526016950606
LLY,2018-06-05,0.9326106309890748,0.126006643474102
AMGN,2018-06-11,0.9396122097969056,0.015005391836166383
LGND,2018-06-11,0.9396122097969056,0.08726774677634233
ABBV,2018-06-11,0.9315096139907836,0.23941299021244045
LLY,2018-06-11,-0.1406085193157196,0.126006643474102
MRK,2018-06-12,0.9315804243087769,0.08275526016950606
VTVT,2018-06-12,0.137573629617691,0.0905041471123695
PLUR,2018-06-12,0.2008762955665588,-0.12775078229606154
MRK,2018-06-13,0.9340070486068726,0.08275526016950606
TEVA,2018-06-15,-0.7795443534851074,0.0314286546781659
TGTX,2018-06-18,-0.1621384024620056,0.1268167480826378
TCRT,2018-06-18,-0.7481297254562378,0.07934454828500745
HRTX,2018-06-21,0.5881871581077576,0.12279665842652321
MACK,2018-06-25,-0.333338975906372,0.028529023379087404
PFE,2018-06-27,0.9328780174255372,0.11810998469591139
